,SalesOrderID,NumDetails
1871,51672,3
1872,51673,4
1873,51674,4
1874,51675,3
1875,51676,3
1876,51679,3
1877,51683,4
1878,51684,5
1879,51687,3
1880,51689,3
1881,51690,4
1882,51691,38
1883,51693,31
1884,51694,7
1885,51696,7
1886,51698,24
1887,51699,29
1888,51700,24
1889,51702,3
1890,51703,38
1891,51704,49
1892,51705,18
1893,51706,12
1894,51707,3
1895,51708,22
1896,51710,13
1897,51711,55
1898,51712,49
1899,51714,52
1900,51715,31
1901,51716,20
1902,51717,12
1903,51718,22
1904,51719,12
1905,51720,50
1906,51721,72
1907,51722,31
1908,51723,7
1909,51724,16
1910,51726,26
1911,51728,20
1912,51729,26
1913,51730,5
1914,51731,21
1915,51733,30
1916,51734,54
1917,51735,34
1918,51736,8
1919,51737,7
1920,51739,72
1921,51740,23
1922,51741,7
1923,51742,21
1924,51743,4
1925,51745,30
1926,51746,8
1927,51747,4
1928,51748,64
1929,51749,4
1930,51750,16
1931,51751,65
1932,51752,44
1933,51753,20
1934,51755,18
1935,51757,5
1936,51758,4
1937,51760,24
1938,51761,58
1939,51762,30
1940,51763,52
1941,51764,16
1942,51766,11
1943,51769,33
1944,51770,13
1945,51771,44
1946,51772,33
1947,51773,48
1948,51774,62
1949,51775,48
1950,51776,33
1951,51777,11
1952,51778,19
1953,51780,23
1954,51781,23
1955,51783,43
1956,51784,6
1957,51785,4
1958,51786,28
1959,51789,46
1960,51790,18
1961,51791,41
1962,51793,48
1963,51794,4
1964,51795,26
1965,51799,3
1966,51800,9
1967,51802,3
1968,51804,3
1969,51806,26
1970,51807,5
1971,51808,4
1972,51809,52
1973,51810,37
1974,51812,20
1975,51813,3
1976,51814,18
1977,51815,19
1978,51816,6
1979,51818,31
1980,51819,9
1981,51820,11
1982,51821,19
1983,51822,62
1984,51823,38
1985,51824,44
1986,51825,46
1987,51826,28
1988,51827,30
1989,51828,46
1990,51829,7
1991,51830,50
1992,51831,14
1993,51832,49
1994,51833,24
1995,51834,20
1996,51835,19
1997,51836,30
1998,51837,46
1999,51838,29
2000,51839,49
2001,51842,35
2002,51843,22
2003,51844,21
2004,51845,52
2005,51847,13
2006,51848,9
2007,51849,9
2008,51850,42
2009,51851,6
2010,51852,8
2011,51853,36
2012,51855,53
2013,51856,45
2014,51857,45
2015,51858,41
2016,51859,3
2017,51860,34
2018,51861,26
2019,51864,21
2020,51865,3
2021,51867,4
2022,51874,12
2023,51875,29
2024,51877,4
2025,51880,3
2026,51881,3
2027,51882,3
2028,51884,3
2029,51888,3
2030,51894,4
2031,51896,3
2032,51897,3
2033,51898,3
2034,51899,3
2035,51900,4
2036,51901,3
2037,51902,3
2038,51903,3
2039,51904,3
2040,51911,3
2041,51913,4
2042,51915,3
2043,51918,4
2044,51919,4
2045,51922,3
2046,51923,3
2047,51926,3
2048,51927,4
2049,51933,3
2050,51934,3
2051,51936,4
2052,51937,4
2053,51939,3
2054,51940,3
2055,51941,3
2056,51943,3
2057,51947,3
2058,51949,3
2059,51950,3
2060,51951,3
2061,51953,3
2062,51955,3
2063,51957,3
2064,51959,3
2065,51963,4
2066,51964,4
2067,51965,3
2068,51966,6
2069,51967,5
2070,51970,4
2071,51971,5
2072,51973,3
2073,51978,3
2074,51979,3
2075,51986,3
2076,51989,3
2077,51990,4
2078,51994,3
2079,51995,3
2080,51998,3
2081,52002,5
2082,52003,3
2083,52005,3
2084,52008,4
2085,52009,3
2086,52010,5
2087,52011,4
2088,52017,4
2089,52019,3
2090,52021,3
2091,52024,3
2092,52025,4
2093,52033,4
2094,52039,4
2095,52042,3
2096,52044,3
2097,52054,3
2098,52055,3
2099,52057,3
2100,52058,6
2101,52060,3
2102,52063,3
2103,52066,4
2104,52068,3
2105,52072,3
2106,52074,3
2107,52076,3
2108,52077,3
2109,52078,3
2110,52081,3
2111,52082,3
2112,52085,3
2113,52097,4
2114,52098,3
2115,52100,3
2116,52104,4
2117,52105,3
2118,52108,4
2119,52110,4
2120,52112,5
2121,52115,3
2122,52121,4
2123,52127,3
2124,52129,3
2125,52130,3
2126,52137,3
2127,52139,3
2128,52140,4
2129,52143,3
2130,52144,3
2131,52145,3
2132,52147,4
2133,52150,3
2134,52152,3
2135,52154,3
2136,52156,4
2137,52158,3
2138,52159,5
2139,52160,3
2140,52162,5
2141,52164,3
2142,52165,3
2143,52167,4
2144,52171,3
2145,52174,3
2146,52175,4
2147,52177,3
2148,52178,3
2149,52179,3
2150,52198,3
2151,52199,3
2152,52201,3
2153,52202,3
2154,52203,3
2155,52205,4
2156,52206,4
2157,52207,5
2158,52208,4
2159,52209,4
2160,52210,4
2161,52213,4
2162,52217,4
2163,52220,3
2164,52222,3
2165,52223,4
2166,52225,3
2167,52226,3
2168,52228,3
2169,52229,3
2170,52230,3
2171,52232,5
2172,52234,3
2173,52235,3
2174,52236,3
2175,52237,3
2176,52238,4
2177,52243,3
2178,52244,3
2179,52245,3
2180,52246,3
2181,52248,5
2182,52253,3
2183,52255,3
2184,52257,3
2185,52260,3
2186,52261,3
2187,52262,3
2188,52264,3
2189,52265,3
2190,52267,5
2191,52268,3
2192,52270,4
2193,52271,4
2194,52272,3
2195,52273,4
2196,52274,3
2197,52275,3
2198,52276,5
2199,52277,4
2200,52278,4
2201,52279,4
2202,52280,4
2203,52281,4
2204,52285,3
2205,52286,5
2206,52287,3
2207,52289,4
2208,52293,3
2209,52297,3
2210,52298,3
2211,52300,3
2212,52301,6
2213,52302,3
2214,52304,3
2215,52309,4
2216,52310,3
2217,52312,4
2218,52314,3
2219,52317,3
2220,52318,4
2221,52319,3
2222,52321,5
2223,52322,4
2224,52324,4
2225,52327,4
2226,52329,3
2227,52337,3
2228,52338,3
2229,52340,3
2230,52341,3
2231,52342,6
2232,52353,3
2233,52354,4
2234,52355,3
2235,52357,3
2236,52358,3
2237,52360,5
2238,52361,4
2239,52364,3
2240,52365,3
2241,52366,3
2242,52369,4
2243,52373,3
2244,52378,3
2245,52380,3
2246,52381,3
2247,52388,4
2248,52390,3
2249,52396,4
2250,52397,4
2251,52398,4
2252,52400,6
2253,52403,3
2254,52409,5
2255,52410,3
2256,52413,3
2257,52414,3
2258,52416,3
2259,52418,4
2260,52422,4
2261,52426,3
2262,52428,3
2263,52430,3
2264,52434,3
2265,52437,3
2266,52443,5
2267,52445,3
2268,52446,3
2269,52447,3
2270,52451,5
2271,52452,4
2272,52454,4
2273,52457,3
2274,52458,4
2275,52460,3
2276,52461,3
2277,52462,3
2278,52463,4
2279,52465,3
2280,52468,4
2281,52469,5
2282,52470,4
2283,52471,3
2284,52474,3
2285,52475,4
2286,52482,4
2287,52485,3
2288,52486,3
2289,52491,3
2290,52494,3
2291,52496,3
2292,52502,4
2293,52505,3
2294,52506,3
2295,52507,3
2296,52509,5
2297,52511,3
2298,52512,3
2299,52513,4
2300,52515,3
2301,52516,3
2302,52517,3
2303,52518,4
2304,52519,4
2305,52520,3
2306,52522,3
2307,52523,3
2308,52527,3
2309,52531,3
2310,52533,3
2311,52534,4
2312,52536,3
2313,52538,3
2314,52539,3
2315,52541,3
2316,52551,3
2317,52558,3
2318,52560,3
2319,52561,4
2320,52566,4
2321,52568,4
2322,52569,4
2323,52570,4
2324,52571,4
2325,52572,4
2326,52575,4
2327,52577,6
2328,52581,4
2329,52582,4
2330,52583,3
2331,52584,3
2332,52586,3
2333,52595,4
2334,52600,3
2335,52607,3
2336,52609,5
2337,52610,3
2338,52611,3
2339,52612,4
2340,52613,4
2341,52614,3
2342,52616,4
2343,52617,3
2344,52618,3
2345,52620,3
2346,52626,3
2347,52627,3
2348,52628,3
2349,52632,5
2350,52635,3
2351,52638,3
2352,52643,4
2353,52644,3
2354,52645,3
2355,52648,3
2356,52650,3
2357,52651,3
2358,52653,4
2359,52655,3
2360,52656,3
2361,52659,3
2362,52660,3
2363,52663,4
2364,52664,3
2365,52666,3
2366,52668,3
2367,52669,4
2368,52671,5
2369,52674,3
2370,52677,3
2371,52679,3
2372,52686,3
2373,52687,3
2374,52689,3
2375,52691,3
2376,52699,4
2377,52705,3
2378,52706,3
2379,52708,3
2380,52710,3
2381,52715,3
2382,52717,3
2383,52719,4
2384,52722,4
2385,52724,3
2386,52725,5
2387,52726,4
2388,52730,5
2389,52731,3
2390,52732,4
2391,52735,4
2392,52736,4
2393,52737,3
2394,52738,3
2395,52739,3
2396,52743,3
2397,52745,3
2398,52746,3
2399,52747,4
2400,52748,3
2401,52753,3
2402,52758,4
2403,52760,3
2404,52761,4
2405,52762,3
2406,52765,4
2407,52767,4
2408,52770,3
2409,52771,3
2410,52772,5
2411,52774,4
2412,52777,4
2413,52778,4
2414,52779,3
2415,52780,3
2416,52782,3
2417,52783,3
2418,52785,4
2419,52789,3
2420,52795,4
2421,52800,3
2422,52807,3
2423,52809,3
2424,52813,4
2425,52814,3
2426,52822,3
2427,52823,3
2428,52826,5
2429,52827,4
2430,52828,3
2431,52830,4
2432,52831,4
2433,52832,3
2434,52833,3
2435,52834,4
2436,52841,5
2437,52842,4
2438,52845,4
2439,52847,3
2440,52854,3
2441,52856,3
2442,52859,3
2443,52861,3
2444,52864,4
2445,52866,3
2446,52868,4
2447,52869,3
2448,52872,3
2449,52873,3
2450,52876,3
2451,52877,4
2452,52884,3
2453,52885,3
2454,52887,3
2455,52895,3
2456,52896,5
2457,52897,3
2458,52898,3
2459,52900,3
2460,52901,3
2461,52904,3
2462,52905,3
2463,52906,3
2464,52909,3
2465,52911,3
2466,52912,4
2467,52915,3
2468,52916,3
2469,52918,3
2470,52922,4
2471,52923,4
2472,52925,4
2473,52926,4
2474,52928,4
2475,52929,3
2476,52933,4
2477,52936,3
2478,52939,3
2479,52944,3
2480,52945,3
2481,52949,4
2482,52950,3
2483,52960,3
2484,52961,3
2485,52963,3
2486,52964,4
2487,52967,3
2488,52970,3
2489,52977,3
2490,52980,3
2491,52982,3
2492,52983,3
2493,52984,3
2494,52987,4
2495,52988,3
2496,52991,3
2497,52995,3
2498,52996,3
2499,52998,5
2500,53004,3
2501,53008,4
2502,53011,3
2503,53012,3
2504,53013,5
2505,53019,3
2506,53023,3
2507,53024,4
2508,53025,3
2509,53030,4
2510,53031,4
2511,53033,3
2512,53036,3
2513,53037,3
2514,53040,3
2515,53041,3
2516,53042,3
2517,53045,3
2518,53047,4
2519,53048,4
2520,53049,3
2521,53050,3
2522,53052,3
2523,53054,4
2524,53055,4
2525,53056,4
2526,53058,4
2527,53060,4
2528,53062,4
2529,53063,3
2530,53064,4
2531,53065,4
2532,53071,4
2533,53072,3
2534,53074,3
2535,53077,3
2536,53081,3
2537,53082,4
2538,53083,3
2539,53085,3
2540,53090,3
2541,53091,3
2542,53092,5
2543,53093,3
2544,53096,3
2545,53097,4
2546,53103,3
2547,53104,3
2548,53111,3
2549,53112,3
2550,53115,3
2551,53116,3
2552,53117,3
2553,53120,4
2554,53122,4
2555,53124,3
2556,53125,4
2557,53127,4
2558,53128,4
2559,53129,3
2560,53130,4
2561,53131,3
2562,53134,5
2563,53135,3
2564,53141,3
2565,53143,3
2566,53144,4
2567,53145,3
2568,53147,3
2569,53148,4
2570,53149,3
2571,53157,5
2572,53159,3
2573,53161,3
2574,53164,3
2575,53166,5
2576,53168,3
2577,53169,3
2578,53170,3
2579,53174,3
2580,53175,5
2581,53177,4
2582,53190,3
2583,53195,6
2584,53196,3
2585,53203,3
2586,53204,3
2587,53205,3
2588,53207,3
2589,53212,3
2590,53216,3
2591,53218,3
2592,53219,3
2593,53220,4
2594,53221,3
2595,53225,4
2596,53228,3
2597,53229,3
2598,53234,4
2599,53236,3
2600,53244,3
2601,53245,3
2602,53246,3
2603,53249,4
2604,53252,3
2605,53255,6
2606,53256,4
2607,53257,3
2608,53258,4
2609,53264,3
2610,53268,5
2611,53269,4
2612,53273,3
2613,53274,3
2614,53276,5
2615,53277,3
2616,53278,4
2617,53279,4
2618,53280,3
2619,53281,3
2620,53282,3
2621,53284,4
2622,53286,4
2623,53288,3
2624,53289,4
2625,53291,5
2626,53292,3
2627,53293,3
2628,53297,3
2629,53301,4
2630,53302,3
2631,53303,3
2632,53304,4
2633,53305,3
2634,53307,3
2635,53316,5
2636,53318,5
2637,53319,3
2638,53320,3
2639,53321,4
2640,53322,4
2641,53323,3
2642,53327,5
2643,53328,4
2644,53329,3
2645,53331,3
2646,53332,3
2647,53334,5
2648,53335,4
2649,53336,4
2650,53337,4
2651,53344,4
2652,53345,3
2653,53346,3
2654,53347,3
2655,53349,4
2656,53350,3
2657,53352,3
2658,53353,3
2659,53356,3
2660,53358,4
2661,53361,3
2662,53363,4
2663,53364,3
2664,53365,4
2665,53368,3
2666,53369,3
2667,53370,3
2668,53371,3
2669,53379,3
2670,53382,3
2671,53385,4
2672,53386,4
2673,53388,3
2674,53389,4
2675,53391,3
2676,53393,4
2677,53394,4
2678,53395,4
2679,53397,4
2680,53399,3
2681,53403,3
2682,53404,3
2683,53405,3
2684,53408,3
2685,53409,4
2686,53410,4
2687,53413,4
2688,53415,3
2689,53416,4
2690,53417,3
2691,53420,3
2692,53426,4
2693,53427,3
2694,53428,3
2695,53430,3
2696,53433,3
2697,53437,3
2698,53438,3
2699,53439,3
2700,53441,4
2701,53442,3
2702,53444,3
2703,53447,4
2704,53448,4
2705,53452,43
2706,53454,48
2707,53455,34
2708,53456,26
2709,53457,38
2710,53458,51
2711,53459,49
2712,53460,54
2713,53463,10
2714,53464,34
2715,53465,71
2716,53467,22
2717,53468,52
2718,53469,15
2719,53470,26
2720,53471,31
2721,53472,54
2722,53473,3
2723,53474,33
2724,53475,49
2725,53476,16
2726,53477,30
2727,53478,40
2728,53479,3
2729,53480,50
2730,53481,3
2731,53482,3
2732,53483,44
2733,53484,33
2734,53485,59
2735,53490,5
2736,53492,33
2737,53493,30
2738,53496,9
2739,53497,34
2740,53498,5
2741,53499,50
2742,53500,30
2743,53501,4
2744,53502,45
2745,53503,6
2746,53504,3
2747,53505,51
2748,53506,35
2749,53507,4
2750,53508,22
2751,53509,22
2752,53510,32
2753,53511,7
2754,53512,33
2755,53513,47
2756,53514,58
2757,53518,61
2758,53520,42
2759,53521,4
2760,53523,21
2761,53524,51
2762,53525,22
2763,53526,29
2764,53527,59
2765,53528,8
2766,53530,44
2767,53531,48
2768,53533,31
2769,53534,27
2770,53535,37
2771,53536,61
2772,53537,7
2773,53538,16
2774,53539,17
2775,53540,14
2776,53541,48
2777,53542,10
2778,53545,22
2779,53546,30
2780,53547,3
2781,53548,27
2782,53550,10
2783,53551,34
2784,53552,22
2785,53554,20
2786,53556,6
2787,53558,3
2788,53560,62
2789,53561,45
2790,53562,52
2791,53563,36
2792,53565,47
2793,53566,42
2794,53567,53
2795,53568,9
2796,53569,34
2797,53570,51
2798,53571,19
2799,53572,3
2800,53573,53
2801,53574,14
2802,53575,3
2803,53576,33
2804,53577,41
2805,53578,9
2806,53579,3
2807,53580,32
2808,53581,6
2809,53582,24
2810,53583,45
2811,53584,10
2812,53585,8
2813,53586,21
2814,53587,5
2815,53589,4
2816,53590,29
2817,53593,3
2818,53594,4
2819,53595,8
2820,53598,8
2821,53599,4
2822,53600,19
2823,53601,4
2824,53602,3
2825,53603,9
2826,53604,4
2827,53605,28
2828,53606,52
2829,53607,14
2830,53608,17
2831,53609,13
2832,53611,17
2833,53612,4
2834,53613,50
2835,53614,46
2836,53615,49
2837,53616,48
2838,53618,5
2839,53619,3
2840,53620,4
2841,53621,54
2842,53623,22
2843,53625,7
2844,53630,3
2845,53631,3
2846,53632,4
2847,53633,5
2848,53634,3
2849,53635,3
2850,53636,3
2851,53637,4
2852,53639,3
2853,53641,3
2854,53643,3
2855,53647,3
2856,53650,3
2857,53651,3
2858,53653,3
2859,53661,3
2860,53663,6
2861,53665,4
2862,53672,3
2863,53675,3
2864,53677,4
2865,53678,3
2866,53679,4
2867,53682,3
2868,53683,3
2869,53684,3
2870,53685,4
2871,53689,3
2872,53690,3
2873,53696,3
2874,53699,4
2875,53704,3
2876,53705,3
2877,53706,4
2878,53713,4
2879,53714,3
2880,53715,4
2881,53717,3
2882,53718,4
2883,53720,3
2884,53722,4
2885,53724,3
2886,53725,3
2887,53729,4
2888,53732,3
2889,53734,3
2890,53739,3
2891,53747,3
2892,53749,3
2893,53751,3
2894,53754,3
2895,53756,4
2896,53757,4
2897,53758,3
2898,53760,5
2899,53761,3
2900,53767,3
2901,53769,4
2902,53774,3
2903,53776,3
2904,53779,3
2905,53781,3
2906,53783,4
2907,53788,4
2908,53790,3
2909,53792,3
2910,53793,3
2911,53794,3
2912,53803,3
2913,53808,4
2914,53809,3
2915,53810,3
2916,53811,3
2917,53813,3
2918,53815,5
2919,53818,5
2920,53819,4
2921,53820,4
2922,53822,3
2923,53823,4
2924,53824,3
2925,53825,3
2926,53826,3
2927,53828,4
2928,53832,3
2929,53835,3
2930,53837,3
2931,53838,3
2932,53839,5
2933,53840,3
2934,53841,3
2935,53842,3
2936,53847,3
2937,53850,4
2938,53851,4
2939,53852,6
2940,53853,3
2941,53855,4
2942,53857,4
2943,53859,3
2944,53863,3
2945,53866,4
2946,53870,4
2947,53872,4
2948,53873,4
2949,53875,4
2950,53876,3
2951,53878,4
2952,53882,3
2953,53883,3
2954,53887,3
2955,53888,3
2956,53890,3
2957,53893,3
2958,53895,4
2959,53899,3
2960,53900,3
2961,53901,3
2962,53904,3
2963,53908,3
2964,53909,4
2965,53910,4
2966,53912,3
2967,53913,4
2968,53916,4
2969,53918,6
2970,53926,3
2971,53927,3
2972,53933,4
2973,53936,3
2974,53938,3
2975,53942,3
2976,53946,3
2977,53947,3
2978,53949,3
2979,53950,3
2980,53951,3
2981,53952,3
2982,53953,4
2983,53954,3
2984,53956,4
2985,53957,3
2986,53959,3
2987,53963,3
2988,53964,4
2989,53967,3
2990,53969,4
2991,53970,6
2992,53971,4
2993,53973,4
2994,53974,4
2995,53978,4
2996,53982,3
2997,53984,3
2998,53985,3
2999,53995,3
3000,53996,4
3001,53997,4
3002,53998,3
3003,54003,3
3004,54008,3
3005,54011,3
3006,54014,3
3007,54015,3
3008,54016,3
3009,54018,3
3010,54019,3
3011,54022,3
3012,54023,3
3013,54024,4
3014,54025,4
3015,54027,4
3016,54035,5
3017,54037,3
3018,54040,5
3019,54042,7
3020,54044,3
3021,54045,3
3022,54047,3
3023,54048,5
3024,54052,3
3025,54053,3
3026,54055,6
3027,54065,3
3028,54067,5
3029,54068,3
3030,54076,3
3031,54079,3
3032,54080,3
3033,54087,4
3034,54088,3
3035,54092,3
3036,54094,3
3037,54096,4
3038,54098,3
3039,54102,4
3040,54103,3
3041,54105,4
3042,54106,4
3043,54107,3
3044,54109,4
3045,54111,3
3046,54113,3
3047,54114,3
3048,54115,4
3049,54119,3
3050,54121,3
3051,54122,3
3052,54126,3
3053,54127,3
3054,54128,3
3055,54129,3
3056,54130,3
3057,54131,4
3058,54133,3
3059,54136,4
3060,54138,4
3061,54139,3
3062,54141,4
3063,54143,3
3064,54145,3
3065,54148,4
3066,54149,3
3067,54151,3
3068,54160,3
3069,54164,5
3070,54166,3
3071,54167,3
3072,54169,3
3073,54170,3
3074,54171,3
3075,54172,3
3076,54174,4
3077,54177,4
3078,54179,4
3079,54186,4
3080,54187,5
3081,54190,4
3082,54194,4
3083,54196,3
3084,54203,5
3085,54204,3
3086,54209,4
3087,54211,3
3088,54212,3
3089,54213,3
3090,54214,3
3091,54216,3
3092,54217,3
3093,54218,4
3094,54220,3
3095,54227,3
3096,54230,3
3097,54232,4
3098,54233,4
3099,54235,3
3100,54236,3
3101,54239,4
3102,54240,3
3103,54241,3
3104,54242,3
3105,54243,3
3106,54244,4
3107,54246,6
3108,54247,3
3109,54250,4
3110,54251,3
3111,54256,4
3112,54257,3
3113,54259,3
3114,54261,3
3115,54266,4
3116,54267,4
3117,54270,3
3118,54271,3
3119,54277,3
3120,54286,3
3121,54289,3
3122,54290,3
3123,54291,3
3124,54293,3
3125,54294,3
3126,54296,3
3127,54297,4
3128,54298,3
3129,54299,5
3130,54300,5
3131,54302,5
3132,54303,4
3133,54304,5
3134,54305,5
3135,54307,4
3136,54308,5
3137,54310,3
3138,54314,4
3139,54315,5
3140,54318,5
3141,54320,3
3142,54328,4
3143,54332,3
3144,54333,3
3145,54336,3
3146,54340,3
3147,54344,3
3148,54345,3
3149,54346,3
3150,54347,3
3151,54348,3
3152,54350,3
3153,54352,4
3154,54355,3
3155,54358,3
3156,54361,3
3157,54362,3
3158,54364,4
3159,54370,3
3160,54371,3
3161,54373,3
3162,54377,6
3163,54378,3
3164,54379,3
3165,54381,3
3166,54382,3
3167,54386,4
3168,54392,3
3169,54393,3
3170,54395,4
3171,54396,3
3172,54397,3
3173,54398,3
3174,54403,3
3175,54409,3
3176,54413,3
3177,54415,4
3178,54416,5
3179,54417,3
3180,54418,3
3181,54419,4
3182,54421,4
3183,54422,4
3184,54424,4
3185,54425,3
3186,54430,4
3187,54431,3
3188,54432,3
3189,54434,3
3190,54437,5
3191,54438,3
3192,54440,3
3193,54442,3
3194,54443,3
3195,54444,3
3196,54445,3
3197,54447,3
3198,54461,3
3199,54464,3
3200,54468,5
3201,54471,5
3202,54473,3
3203,54474,3
3204,54476,3
3205,54478,4
3206,54481,3
3207,54482,3
3208,54484,4
3209,54487,3
3210,54488,4
3211,54490,3
3212,54493,3
3213,54495,4
3214,54496,3
3215,54500,4
3216,54502,4
3217,54506,3
3218,54507,3
3219,54508,3
3220,54509,4
3221,54510,3
3222,54512,3
3223,54514,3
3224,54515,3
3225,54516,5
3226,54518,4
3227,54521,4
3228,54522,4
3229,54523,4
3230,54526,3
3231,54527,3
3232,54528,6
3233,54532,4
3234,54534,3
3235,54541,3
3236,54542,3
3237,54546,4
3238,54547,3
3239,54548,3
3240,54549,3
3241,54550,3
3242,54552,3
3243,54555,3
3244,54561,5
3245,54562,3
3246,54563,3
3247,54569,4
3248,54570,3
3249,54572,5
3250,54573,3
3251,54575,4
3252,54578,4
3253,54579,5
3254,54580,3
3255,54581,3
3256,54582,5
3257,54583,6
3258,54586,4
3259,54588,4
3260,54591,3
3261,54592,3
3262,54595,3
3263,54598,4
3264,54600,3
3265,54601,5
3266,54602,5
3267,54604,3
3268,54610,4
3269,54612,3
3270,54614,4
3271,54618,3
3272,54623,3
3273,54627,3
3274,54628,3
3275,54630,4
3276,54636,3
3277,54639,4
3278,54641,4
3279,54642,4
3280,54643,3
3281,54644,4
3282,54645,3
3283,54647,3
3284,54648,3
3285,54653,3
3286,54655,3
3287,54656,4
3288,54660,4
3289,54665,4
3290,54671,4
3291,54672,4
3292,54673,4
3293,54676,3
3294,54679,4
3295,54680,3
3296,54688,3
3297,54690,3
3298,54691,3
3299,54692,3
3300,54693,3
3301,54695,4
3302,54696,3
3303,54700,3
3304,54701,4
3305,54702,4
3306,54707,4
3307,54710,3
3308,54712,3
3309,54716,4
3310,54719,3
3311,54724,3
3312,54726,3
3313,54727,4
3314,54729,3
3315,54730,3
3316,54732,3
3317,54733,4
3318,54736,4
3319,54738,3
3320,54741,3
3321,54754,4
3322,54757,3
3323,54758,4
3324,54759,3
3325,54761,3
3326,54762,3
3327,54763,4
3328,54764,3
3329,54765,3
3330,54767,3
3331,54769,4
3332,54776,3
3333,54780,4
3334,54784,7
3335,54790,3
3336,54797,3
3337,54799,4
3338,54800,4
3339,54801,4
3340,54802,4
3341,54803,5
3342,54804,4
3343,54805,3
3344,54806,4
3345,54807,3
3346,54812,3
3347,54813,4
3348,54817,4
3349,54818,4
3350,54819,3
3351,54823,4
3352,54827,4
3353,54836,3
3354,54837,3
3355,54838,3
3356,54839,3
3357,54840,3
3358,54841,4
3359,54849,3
3360,54853,4
3361,54854,3
3362,54855,3
3363,54856,3
3364,54857,3
3365,54858,4
3366,54859,3
3367,54866,4
3368,54867,4
3369,54868,4
3370,54871,3
3371,54872,4
3372,54873,4
3373,54876,4
3374,54877,4
3375,54878,4
3376,54879,4
3377,54880,4
3378,54886,4
3379,54892,4
3380,54893,3
3381,54895,3
3382,54897,3
3383,54903,3
3384,54911,3
3385,54913,3
3386,54916,3
3387,54920,4
3388,54922,3
3389,54923,4
3390,54925,3
3391,54926,3
3392,54928,3
3393,54931,3
3394,54934,4
3395,54940,5
3396,54941,4
3397,54943,3
3398,54945,4
3399,54947,3
3400,54954,3
3401,54961,3
3402,54965,3
3403,54967,4
3404,54970,4
3405,54972,5
3406,54974,3
3407,54975,4
3408,54977,4
3409,54982,3
3410,54983,5
3411,54984,3
3412,54990,3
3413,54992,3
3414,54993,3
3415,54997,3
3416,55001,3
3417,55006,3
3418,55014,4
3419,55015,4
3420,55016,4
3421,55017,3
3422,55018,5
3423,55019,3
3424,55020,3
3425,55034,3
3426,55035,3
3427,55037,6
3428,55042,5
3429,55044,4
3430,55047,3
3431,55049,3
3432,55051,3
3433,55053,4
3434,55063,3
3435,55064,5
3436,55066,3
3437,55071,3
3438,55074,3
3439,55076,3
3440,55077,3
3441,55078,3
3442,55079,3
3443,55080,4
3444,55081,4
3445,55084,4
3446,55085,4
3447,55088,4
3448,55093,3
3449,55095,5
3450,55099,4
3451,55107,4
3452,55108,5
3453,55109,4
3454,55112,3
3455,55118,3
3456,55120,4
3457,55121,3
3458,55122,3
3459,55128,6
3460,55129,4
3461,55130,3
3462,55132,3
3463,55133,3
3464,55134,4
3465,55135,3
3466,55136,4
3467,55138,5
3468,55140,5
3469,55141,4
3470,55146,3
3471,55153,3
3472,55157,3
3473,55163,3
3474,55164,3
3475,55168,3
3476,55171,3
3477,55175,4
3478,55176,3
3479,55177,4
3480,55181,3
3481,55183,4
3482,55188,3
3483,55190,3
3484,55192,3
3485,55193,3
3486,55195,3
3487,55196,4
3488,55197,3
3489,55202,3
3490,55207,3
3491,55208,3
3492,55215,3
3493,55216,3
3494,55217,4
3495,55219,4
3496,55220,4
3497,55224,3
3498,55225,4
3499,55226,3
3500,55227,4
3501,55229,4
3502,55233,25
3503,55234,46
3504,55236,25
3505,55238,18
3506,55239,32
3507,55241,36
3508,55242,7
3509,55243,42
3510,55244,5
3511,55245,27
3512,55247,5
3513,55248,37
3514,55249,61
3515,55250,5
3516,55251,30
3517,55252,48
3518,55253,48
3519,55254,43
3520,55255,3
3521,55256,29
3522,55257,24
3523,55258,9
3524,55259,24
3525,55260,8
3526,55261,32
3527,55263,14
3528,55264,45
3529,55265,13
3530,55266,13
3531,55268,59
3532,55269,38
3533,55270,9
3534,55271,3
3535,55272,3
3536,55275,36
3537,55276,27
3538,55277,28
3539,55278,5
3540,55280,29
3541,55282,51
3542,55283,38
3543,55284,3
3544,55286,6
3545,55287,32
3546,55288,7
3547,55291,18
3548,55293,11
3549,55294,41
3550,55295,12
3551,55296,3
3552,55297,66
3553,55298,3
3554,55299,36
3555,55300,28
3556,55301,57
3557,55302,14
3558,55303,25
3559,55305,19
3560,55306,4
3561,55307,11
3562,55308,4
3563,55309,36
3564,55310,10
3565,55311,30
3566,55313,7
3567,55314,5
3568,55320,5
3569,55322,34
3570,55323,39
3571,55324,38
3572,55325,17
3573,55326,5
3574,55328,41
3575,55330,4
3576,55331,28
3577,55333,3
3578,55334,3
3579,55335,3
3580,55339,5
3581,55342,3
3582,55344,3
3583,55345,4
3584,55346,3
3585,55347,3
3586,55348,3
3587,55353,4
3588,55354,3
3589,55355,3
3590,55356,3
3591,55359,3
3592,55361,3
3593,55362,4
3594,55363,3
3595,55364,3
3596,55367,4
3597,55368,4
3598,55369,3
3599,55376,4
3600,55378,4
3601,55382,4
3602,55384,3
3603,55385,3
3604,55386,4
3605,55390,3
3606,55397,3
3607,55398,3
3608,55399,3
3609,55402,3
3610,55405,3
3611,55407,3
3612,55409,3
3613,55410,3
3614,55412,3
3615,55413,3
3616,55415,3
3617,55416,3
3618,55417,4
